,Annee,Mois,Jour,Date,Co2
1440,2001,12,30,2001.9959,372.2
1441,2002,1,6,2002.0151,372.2
1442,2002,1,13,2002.0342,372.74
1443,2002,1,20,2002.0534,372.58
1444,2002,1,27,2002.0726,372.82
1445,2002,2,3,2002.0918,372.95
1446,2002,2,10,2002.111,373.0
1447,2002,2,17,2002.1301,373.08
1448,2002,2,24,2002.1493,373.74
1449,2002,3,3,2002.1685,373.88
1450,2002,3,10,2002.1877,374.13
1451,2002,3,17,2002.2068,374.64
1452,2002,3,24,2002.226,374.28
1453,2002,3,31,2002.2452,374.26
1454,2002,4,7,2002.2644,374.53
1455,2002,4,14,2002.2836,375.23
1456,2002,4,21,2002.3027,375.41
1457,2002,4,28,2002.3219,376.05
1458,2002,5,5,2002.3411,375.6
1459,2002,5,12,2002.3603,375.07
1460,2002,5,19,2002.3795,375.93
1461,2002,5,26,2002.3986,376.24
1462,2002,6,2,2002.4178,375.9
1463,2002,6,9,2002.4370000000001,375.45
1464,2002,6,16,2002.4562,375.23
1465,2002,6,23,2002.4753,375.49
1466,2002,6,30,2002.4945,374.82
1467,2002,7,7,2002.5137,374.47
1468,2002,7,14,2002.5329,374.01
1469,2002,7,21,2002.5521,373.34
1470,2002,7,28,2002.5712,373.33
1471,2002,8,4,2002.5904,372.57
1472,2002,8,11,2002.6096,371.81
1473,2002,8,18,2002.6288,371.33
1474,2002,8,25,2002.6479,370.93
1475,2002,9,1,2002.6671,370.26
1476,2002,9,8,2002.6863,371.63
1477,2002,9,15,2002.7055,370.83
1478,2002,9,22,2002.7247,370.5
1479,2002,9,29,2002.7438,369.88
1480,2002,10,6,2002.763,369.91
1481,2002,10,13,2002.7822,371.24
1482,2002,10,20,2002.8014,370.68
1483,2002,10,27,2002.8205,371.06
1484,2002,11,3,2002.8397,371.97
1485,2002,11,10,2002.8589,371.86
1486,2002,11,17,2002.8781,372.73
1487,2002,11,24,2002.8973,372.77
1488,2002,12,1,2002.9164,373.04
1489,2002,12,8,2002.9356,373.59
1490,2002,12,15,2002.9548,373.57
1491,2002,12,22,2002.974,374.47
1492,2002,12,29,2002.9932,374.69
1493,2003,1,5,2003.0123,374.55
1494,2003,1,12,2003.0315,375.02
1495,2003,1,19,2003.0507,374.92
1496,2003,1,26,2003.0699,375.3
1497,2003,2,2,2003.089,375.17
1498,2003,2,9,2003.1082,375.11
1499,2003,2,16,2003.1274,376.38
1500,2003,2,23,2003.1466,376.02
1501,2003,3,2,2003.1658,376.3
1502,2003,3,9,2003.1849,376.36
1503,2003,3,16,2003.2041,375.96
1504,2003,3,23,2003.2233,377.0
1505,2003,3,30,2003.2425,376.85
1506,2003,4,6,2003.2616,377.13
1507,2003,4,13,2003.2808,377.79
1508,2003,4,20,2003.3,378.35
1509,2003,4,27,2003.3192,378.63
1510,2003,5,4,2003.3384,378.07
1511,2003,5,11,2003.3575,378.07
1512,2003,5,18,2003.3767,379.43
1513,2003,5,25,2003.3959,378.72
1514,2003,6,1,2003.4151,378.42
1515,2003,6,8,2003.4342,378.49
1516,2003,6,15,2003.4534,378.12
1517,2003,6,22,2003.4726,378.31
1518,2003,6,29,2003.4918,377.58
1519,2003,7,6,2003.511,376.57
1520,2003,7,13,2003.5301,377.23
1521,2003,7,20,2003.5493,376.39
1522,2003,7,27,2003.5685,375.91
1523,2003,8,3,2003.5877,374.94
1524,2003,8,10,2003.6068,374.67
1525,2003,8,17,2003.626,373.89
1526,2003,8,24,2003.6452,373.44
1527,2003,8,31,2003.6644,373.21
1528,2003,9,7,2003.6836,373.12
1529,2003,9,14,2003.7027,372.88
1530,2003,9,21,2003.7219,373.35
1531,2003,9,28,2003.7411,373.28
1532,2003,10,5,2003.7603,372.92
1533,2003,10,12,2003.7795,372.79
1534,2003,10,19,2003.7986,373.43
1535,2003,10,26,2003.8178,373.4
1536,2003,11,2,2003.8370000000002,373.96
1537,2003,11,9,2003.8562,374.52
1538,2003,11,16,2003.8753,374.89
1539,2003,11,23,2003.8945,375.27
1540,2003,11,30,2003.9137,375.32
1541,2003,12,7,2003.9329,375.74
1542,2003,12,14,2003.9521,376.34
1543,2003,12,21,2003.9712,376.14
1544,2003,12,28,2003.9904,376.35
1545,2004,1,4,2004.0096,376.34
1546,2004,1,11,2004.0287,376.95
1547,2004,1,18,2004.0478,377.12
1548,2004,1,25,2004.0669,377.95
1549,2004,2,1,2004.0861,377.87
1550,2004,2,8,2004.1052,378.43
1551,2004,2,15,2004.1243,377.49
1552,2004,2,22,2004.1434,377.62
1553,2004,2,29,2004.1626,378.29
1554,2004,3,7,2004.1817,378.96
1555,2004,3,14,2004.2008,379.23
1556,2004,3,21,2004.2199,378.5
1557,2004,3,28,2004.2391,379.72
1558,2004,4,4,2004.2582,380.0
1559,2004,4,11,2004.2773,380.73
1560,2004,4,18,2004.2964,380.38
1561,2004,4,25,2004.3156,380.64
1562,2004,5,2,2004.3347,380.72
1563,2004,5,9,2004.3538,380.71
1564,2004,5,16,2004.3729999999998,380.25
1565,2004,5,23,2004.3921,381.07
1566,2004,5,30,2004.4112,379.94
1567,2004,6,6,2004.4303,380.09
1568,2004,6,13,2004.4495,380.16
1569,2004,6,20,2004.4686,379.37
1570,2004,6,27,2004.4877,379.14
1571,2004,7,4,2004.5068,378.33
1572,2004,7,11,2004.526,377.89
1573,2004,7,18,2004.5451,376.74
1574,2004,7,25,2004.5642,376.42
1575,2004,8,1,2004.5833,376.76
1576,2004,8,8,2004.6025,376.26
1577,2004,8,15,2004.6216,375.77
1578,2004,8,22,2004.6407,376.09
1579,2004,8,29,2004.6598,373.99
1580,2004,9,5,2004.6789999999999,374.44
1581,2004,9,12,2004.6981,374.05
1582,2004,9,19,2004.7172,374.4
1583,2004,9,26,2004.7363,374.31
1584,2004,10,3,2004.7555,373.98
1585,2004,10,10,2004.7746,374.22
1586,2004,10,17,2004.7937,374.57
1587,2004,10,24,2004.8128,374.96
1588,2004,10,31,2004.832,375.31
1589,2004,11,7,2004.8511,375.44
1590,2004,11,14,2004.8702,376.8
1591,2004,11,21,2004.8893,376.73
1592,2004,11,28,2004.9085,376.82
1593,2004,12,5,2004.9276,377.54
1594,2004,12,12,2004.9467,377.24
1595,2004,12,19,2004.9658,377.78
1596,2004,12,26,2004.985,377.83
1597,2005,1,2,2005.0041,378.21
1598,2005,1,9,2005.0233,378.44
1599,2005,1,16,2005.0425,378.35
1600,2005,1,23,2005.0616,378.63
1601,2005,1,30,2005.0808,379.42
1602,2005,2,6,2005.1,379.23
1603,2005,2,13,2005.1192,379.92
1604,2005,2,20,2005.1384,379.87
1605,2005,2,27,2005.1575,381.36
1606,2005,3,6,2005.1767,380.06
1607,2005,3,13,2005.1959,381.28
1608,2005,3,20,2005.2151,380.22
1609,2005,3,27,2005.2342,381.76
1610,2005,4,3,2005.2534,382.3
1611,2005,4,10,2005.2726,382.1
1612,2005,4,17,2005.2918,382.18
1613,2005,4,24,2005.3110000000001,382.57
1614,2005,5,1,2005.3301,381.94
1615,2005,5,8,2005.3493,381.98
1616,2005,5,15,2005.3685,382.63
1617,2005,5,22,2005.3877,383.01
1618,2005,5,29,2005.4068,382.79
1619,2005,6,5,2005.4260000000002,382.63
1620,2005,6,12,2005.4452,382.41
1621,2005,6,19,2005.4644,381.95
1622,2005,6,26,2005.4836,381.36
1623,2005,7,3,2005.5027,381.11
1624,2005,7,10,2005.5219,380.85
1625,2005,7,17,2005.5411,380.74
1626,2005,7,24,2005.5603,380.14
1627,2005,7,31,2005.5795,379.83
1628,2005,8,7,2005.5986,378.9
1629,2005,8,14,2005.6178,378.83
1630,2005,8,21,2005.6370000000002,378.0
1631,2005,8,28,2005.6562,377.95
1632,2005,9,4,2005.6753,377.32
1633,2005,9,11,2005.6945,376.16
1634,2005,9,18,2005.7137,376.35
1635,2005,9,25,2005.7329,376.46
1636,2005,10,2,2005.7521,376.65
1637,2005,10,9,2005.7712,376.91
1638,2005,10,16,2005.7904,-999.99
1639,2005,10,23,2005.8096,377.52
1640,2005,10,30,2005.8288,377.8
1641,2005,11,6,2005.8479,377.94
1642,2005,11,13,2005.8671,378.86
1643,2005,11,20,2005.8863,378.48
1644,2005,11,27,2005.9055,379.02
1645,2005,12,4,2005.9247,379.93
1646,2005,12,11,2005.9438,380.18
1647,2005,12,18,2005.963,380.24
1648,2005,12,25,2005.9822,380.49
1649,2006,1,1,2006.0014,381.26
1650,2006,1,8,2006.0205,381.2
1651,2006,1,15,2006.0397,381.55
1652,2006,1,22,2006.0589,381.62
1653,2006,1,29,2006.0781,381.62
1654,2006,2,5,2006.0973,382.28
1655,2006,2,12,2006.1164,382.59
1656,2006,2,19,2006.1356,381.94
1657,2006,2,26,2006.1548,382.14
1658,2006,3,5,2006.174,382.89
1659,2006,3,12,2006.1932,382.89
1660,2006,3,19,2006.2123,382.91
1661,2006,3,26,2006.2315,382.43
1662,2006,4,2,2006.2507,384.17
1663,2006,4,9,2006.2699,384.74
1664,2006,4,16,2006.289,384.86
1665,2006,4,23,2006.3082,384.76
1666,2006,4,30,2006.3274,384.88
1667,2006,5,7,2006.3466,385.03
1668,2006,5,14,2006.3658,385.32
1669,2006,5,21,2006.3849,384.96
1670,2006,5,28,2006.4041,384.66
1671,2006,6,4,2006.4233,384.18
1672,2006,6,11,2006.4425,384.28
1673,2006,6,18,2006.4616,383.93
1674,2006,6,25,2006.4808,383.44
1675,2006,7,2,2006.5,383.11
1676,2006,7,9,2006.5192,382.83
1677,2006,7,16,2006.5384,381.8
1678,2006,7,23,2006.5575,382.11
1679,2006,7,30,2006.5767,381.51
1680,2006,8,6,2006.5959,380.59
1681,2006,8,13,2006.6151,380.4
1682,2006,8,20,2006.6342,379.79
1683,2006,8,27,2006.6534,379.55
1684,2006,9,3,2006.6726,378.69
1685,2006,9,10,2006.6918,379.14
1686,2006,9,17,2006.711,378.66
1687,2006,9,24,2006.7301,378.87
1688,2006,10,1,2006.7493,378.92
1689,2006,10,8,2006.7685,378.9
1690,2006,10,15,2006.7877,378.93
1691,2006,10,22,2006.8068,379.48
1692,2006,10,29,2006.826,379.64
1693,2006,11,5,2006.8452,379.76
1694,2006,11,12,2006.8644,380.0
1695,2006,11,19,2006.8836,380.38
1696,2006,11,26,2006.9027,381.24
1697,2006,12,3,2006.9219,381.47
1698,2006,12,10,2006.9411,381.7
1699,2006,12,17,2006.9603,382.18
1700,2006,12,24,2006.9795,382.0
1701,2006,12,31,2006.9986,382.08
1702,2007,1,7,2007.0178,382.92
1703,2007,1,14,2007.037,382.43
1704,2007,1,21,2007.0562,383.55
1705,2007,1,28,2007.0753,383.67
1706,2007,2,4,2007.0945,383.26
1707,2007,2,11,2007.1137,384.81
1708,2007,2,18,2007.1329,384.71
1709,2007,2,25,2007.1521,384.0
1710,2007,3,4,2007.1712,383.41
1711,2007,3,11,2007.1904,384.33
1712,2007,3,18,2007.2096,385.08
1713,2007,3,25,2007.2288,385.85
1714,2007,4,1,2007.2479,385.85
1715,2007,4,8,2007.2671,385.78
1716,2007,4,15,2007.2863,387.29
1717,2007,4,22,2007.3055,386.96
1718,2007,4,29,2007.3247,386.6
1719,2007,5,6,2007.3438,386.25
1720,2007,5,13,2007.3629999999998,386.65
1721,2007,5,20,2007.3822,386.51
1722,2007,5,27,2007.4014,386.91
1723,2007,6,3,2007.4205,386.9
1724,2007,6,10,2007.4397,386.43
1725,2007,6,17,2007.4589,385.7
1726,2007,6,24,2007.4781,385.04
1727,2007,7,1,2007.4973,385.38
1728,2007,7,8,2007.5164,385.12
1729,2007,7,15,2007.5356,384.08
1730,2007,7,22,2007.5548,383.8
1731,2007,7,29,2007.5739999999998,382.87
1732,2007,8,5,2007.5932,382.39
1733,2007,8,12,2007.6123,381.87
1734,2007,8,19,2007.6315,382.09
1735,2007,8,26,2007.6507,381.62
1736,2007,9,2,2007.6699,381.52
1737,2007,9,9,2007.6889999999999,380.65
1738,2007,9,16,2007.7082,380.79
1739,2007,9,23,2007.7274,380.67
1740,2007,9,30,2007.7466,380.87
1741,2007,10,7,2007.7658,380.94
1742,2007,10,14,2007.7849,381.02
1743,2007,10,21,2007.8041,381.34
1744,2007,10,28,2007.8233,381.75
1745,2007,11,4,2007.8425,382.01
1746,2007,11,11,2007.8616,382.21
1747,2007,11,18,2007.8808,383.04
1748,2007,11,25,2007.9,382.87
1749,2007,12,2,2007.9192,383.66
1750,2007,12,9,2007.9384,383.68
1751,2007,12,16,2007.9575,384.38
1752,2007,12,23,2007.9767,383.88
1753,2007,12,30,2007.9959,384.76
1754,2008,1,6,2008.015,384.39
1755,2008,1,13,2008.0342,385.79
1756,2008,1,20,2008.0533,385.99
1757,2008,1,27,2008.0724,386.76
1758,2008,2,3,2008.0915,386.01
1759,2008,2,10,2008.1107,385.95
1760,2008,2,17,2008.1298,385.3
1761,2008,2,24,2008.1489,385.36
1762,2008,3,2,2008.168,385.81
1763,2008,3,9,2008.1872,385.72
1764,2008,3,16,2008.2063,385.82
1765,2008,3,23,2008.2254,386.74
1766,2008,3,30,2008.2445,388.09
1767,2008,4,6,2008.2637,386.73
1768,2008,4,13,2008.2828,386.48
1769,2008,4,20,2008.3019,387.33
1770,2008,4,27,2008.3210000000001,387.27
1771,2008,5,4,2008.3402,388.52
1772,2008,5,11,2008.3593,388.87
1773,2008,5,18,2008.3784,388.89
1774,2008,5,25,2008.3975,388.59
1775,2008,6,1,2008.4167,388.54
1776,2008,6,8,2008.4358,387.47
1777,2008,6,15,2008.4549,387.88
1778,2008,6,22,2008.474,387.34
1779,2008,6,29,2008.4932,-999.99
1780,2008,7,6,2008.5123,-999.99
1781,2008,7,13,2008.5314,-999.99
1782,2008,7,20,2008.5505,386.37
1783,2008,7,27,2008.5697,384.9
1784,2008,8,3,2008.5888,385.23
1785,2008,8,10,2008.6079,383.93
1786,2008,8,17,2008.6270000000002,383.68
1787,2008,8,24,2008.6462,383.3
1788,2008,8,31,2008.6653,383.51
1789,2008,9,7,2008.6844,383.03
1790,2008,9,14,2008.7036,383.37
1791,2008,9,21,2008.7227,383.06
1792,2008,9,28,2008.7418,382.75
1793,2008,10,5,2008.7609,382.87
1794,2008,10,12,2008.7801,382.85
1795,2008,10,19,2008.7992,383.07
1796,2008,10,26,2008.8183,383.99
1797,2008,11,2,2008.8374,383.79
1798,2008,11,9,2008.8566,384.11
1799,2008,11,16,2008.8757,384.34
1800,2008,11,23,2008.8948,384.49
1801,2008,11,30,2008.9139,385.05
1802,2008,12,7,2008.9331,385.29
1803,2008,12,14,2008.9522,385.54
1804,2008,12,21,2008.9713,385.93
1805,2008,12,28,2008.9904,386.23
1806,2009,1,4,2009.0096,386.4
1807,2009,1,11,2009.0288,387.02
1808,2009,1,18,2009.0479,387.14
1809,2009,1,25,2009.0671,387.5
1810,2009,2,1,2009.0863,387.03
1811,2009,2,8,2009.1055,386.94
1812,2009,2,15,2009.1247,387.62
1813,2009,2,22,2009.1438,388.22
1814,2009,3,1,2009.1629999999998,389.08
1815,2009,3,8,2009.1822,388.8
1816,2009,3,15,2009.2014,388.2
1817,2009,3,22,2009.2205,389.29
1818,2009,3,29,2009.2397,389.04
1819,2009,4,5,2009.2589,389.43
1820,2009,4,12,2009.2781,388.93
1821,2009,4,19,2009.2973,389.56
1822,2009,4,26,2009.3164,390.52
1823,2009,5,3,2009.3356,389.76
1824,2009,5,10,2009.3548,390.17
1825,2009,5,17,2009.374,390.38
1826,2009,5,24,2009.3932,390.41
1827,2009,5,31,2009.4123,389.85
1828,2009,6,7,2009.4315,390.2
1829,2009,6,14,2009.4507,389.42
1830,2009,6,21,2009.4699,388.49
1831,2009,6,28,2009.489,388.69
1832,2009,7,5,2009.5082,388.48
1833,2009,7,12,2009.5274,388.36
1834,2009,7,19,2009.5466,387.68
1835,2009,7,26,2009.5658,387.37
1836,2009,8,2,2009.5849,387.06
1837,2009,8,9,2009.6041,386.01
1838,2009,8,16,2009.6233,385.7
1839,2009,8,23,2009.6425,385.86
1840,2009,8,30,2009.6616,385.15
1841,2009,9,6,2009.6808,384.69
1842,2009,9,13,2009.7,384.76
1843,2009,9,20,2009.7192,384.62
1844,2009,9,27,2009.7384,384.03
1845,2009,10,4,2009.7575,383.88
1846,2009,10,11,2009.7767,384.38
1847,2009,10,18,2009.7959,384.71
1848,2009,10,25,2009.8151,385.01
1849,2009,11,1,2009.8342,385.36
1850,2009,11,8,2009.8534,385.69
1851,2009,11,15,2009.8726,386.34
1852,2009,11,22,2009.8918,386.38
1853,2009,11,29,2009.911,387.07
1854,2009,12,6,2009.9301,386.97
1855,2009,12,13,2009.9493,386.87
1856,2009,12,20,2009.9685,388.4
1857,2009,12,27,2009.9877,388.6
1858,2010,1,3,2010.0068,388.17
1859,2010,1,10,2010.026,388.33
1860,2010,1,17,2010.0452,388.33
1861,2010,1,24,2010.0644,389.01
1862,2010,1,31,2010.0836,390.71
1863,2010,2,7,2010.1027,390.35
1864,2010,2,14,2010.1219,390.22
1865,2010,2,21,2010.1411,389.57
1866,2010,2,28,2010.1603,390.93
1867,2010,3,7,2010.1795,391.38
1868,2010,3,14,2010.1986,391.17
1869,2010,3,21,2010.2178,390.29
1870,2010,3,28,2010.237,391.77
1871,2010,4,4,2010.2562,391.19
1872,2010,4,11,2010.2753,392.71
1873,2010,4,18,2010.2945,393.3
1874,2010,4,25,2010.3137,393.2
1875,2010,5,2,2010.3329,393.01
1876,2010,5,9,2010.3521,392.6
1877,2010,5,16,2010.3712,393.42
1878,2010,5,23,2010.3904,392.71
1879,2010,5,30,2010.4096,393.3
1880,2010,6,6,2010.4288,392.75
1881,2010,6,13,2010.4479,391.85
1882,2010,6,20,2010.4671,391.64
1883,2010,6,27,2010.4863,391.15
1884,2010,7,4,2010.5055,390.55
1885,2010,7,11,2010.5247,389.85
1886,2010,7,18,2010.5438,390.26
1887,2010,7,25,2010.5629999999999,389.82
1888,2010,8,1,2010.5822,388.86
1889,2010,8,8,2010.6014,388.82
1890,2010,8,15,2010.6205,388.47
1891,2010,8,22,2010.6397,387.62
1892,2010,8,29,2010.6589,387.53
1893,2010,9,5,2010.6781,386.14
1894,2010,9,12,2010.6973,387.06
1895,2010,9,19,2010.7164,386.78
1896,2010,9,26,2010.7356,386.78
1897,2010,10,3,2010.7548,386.95
1898,2010,10,10,2010.774,386.84
1899,2010,10,17,2010.7932,387.43
1900,2010,10,24,2010.8123,387.83
1901,2010,10,31,2010.8315,388.05
1902,2010,11,7,2010.8507,387.96
1903,2010,11,14,2010.8699,388.63
1904,2010,11,21,2010.889,389.49
1905,2010,11,28,2010.9082,389.66
1906,2010,12,5,2010.9274,389.78
1907,2010,12,12,2010.9466,389.44
1908,2010,12,19,2010.9658,390.15
1909,2010,12,26,2010.9849,389.94
1910,2011,1,2,2011.0041,391.64
1911,2011,1,9,2011.0233,390.76
1912,2011,1,16,2011.0425,391.52
1913,2011,1,23,2011.0616,391.37
1914,2011,1,30,2011.0808,392.07
1915,2011,2,6,2011.1,391.44
1916,2011,2,13,2011.1192,391.65
1917,2011,2,20,2011.1384,392.05
1918,2011,2,27,2011.1575,392.06
1919,2011,3,6,2011.1767,391.88
1920,2011,3,13,2011.1959,392.49
1921,2011,3,20,2011.2151,392.89
1922,2011,3,27,2011.2342,394.0
1923,2011,4,3,2011.2534,393.0
1924,2011,4,10,2011.2726,393.08
1925,2011,4,17,2011.2918,393.55
1926,2011,4,24,2011.3110000000001,393.31
1927,2011,5,1,2011.3301,394.14
1928,2011,5,8,2011.3493,392.89
1929,2011,5,15,2011.3685,394.91
1930,2011,5,22,2011.3877,394.85
1931,2011,5,29,2011.4068,394.19
1932,2011,6,5,2011.4260000000002,393.49
1933,2011,6,12,2011.4452,393.79
1934,2011,6,19,2011.4644,393.54
1935,2011,6,26,2011.4836,393.45
1936,2011,7,3,2011.5027,393.5
1937,2011,7,10,2011.5219,393.29
1938,2011,7,17,2011.5411,391.32
1939,2011,7,24,2011.5603,391.98
1940,2011,7,31,2011.5795,391.19
1941,2011,8,7,2011.5986,390.6
1942,2011,8,14,2011.6178,390.14
1943,2011,8,21,2011.6370000000002,389.39
1944,2011,8,28,2011.6562,389.52
1945,2011,9,4,2011.6753,389.04
1946,2011,9,11,2011.6945,389.14
1947,2011,9,18,2011.7137,389.08
1948,2011,9,25,2011.7329,388.67
1949,2011,10,2,2011.7521,388.77
1950,2011,10,9,2011.7712,388.8
1951,2011,10,16,2011.7904,389.03
1952,2011,10,23,2011.8096,389.24
1953,2011,10,30,2011.8288,389.61
1954,2011,11,6,2011.8479,389.76
1955,2011,11,13,2011.8671,390.44
1956,2011,11,20,2011.8863,390.51
1957,2011,11,27,2011.9055,391.15
1958,2011,12,4,2011.9247,391.36
1959,2011,12,11,2011.9438,392.01
1960,2011,12,18,2011.963,392.35
1961,2011,12,25,2011.9822,392.2
1962,2012,1,1,2012.0014,392.96
1963,2012,1,8,2012.0205,393.37
1964,2012,1,15,2012.0396,392.97
1965,2012,1,22,2012.0587,393.34
1966,2012,1,29,2012.0779,393.24
1967,2012,2,5,2012.0970000000002,393.71
1968,2012,2,12,2012.1161,393.49
1969,2012,2,19,2012.1352,394.44
1970,2012,2,26,2012.1544,394.26
1971,2012,3,4,2012.1735,393.55
1972,2012,3,11,2012.1926,394.27
1973,2012,3,18,2012.2117,394.79
1974,2012,3,25,2012.2309,395.12
1975,2012,4,1,2012.25,395.32
1976,2012,4,8,2012.2691,396.62
1977,2012,4,15,2012.2883,396.16
1978,2012,4,22,2012.3074,396.61
1979,2012,4,29,2012.3265,396.92
1980,2012,5,6,2012.3456,397.12
1981,2012,5,13,2012.3648,396.99
1982,2012,5,20,2012.3839,396.12
1983,2012,5,27,2012.4029999999998,396.3
1984,2012,6,3,2012.4221,395.73
1985,2012,6,10,2012.4413,396.24
1986,2012,6,17,2012.4604,395.57
1987,2012,6,24,2012.4795,395.25
1988,2012,7,1,2012.4986,394.96
1989,2012,7,8,2012.5178,394.36
1990,2012,7,15,2012.5369,394.47
1991,2012,7,22,2012.556,394.08
1992,2012,7,29,2012.5751,393.43
1993,2012,8,5,2012.5943,393.24
1994,2012,8,12,2012.6134,392.49
1995,2012,8,19,2012.6325,391.36
1996,2012,8,26,2012.6516,391.79
1997,2012,9,2,2012.6708,391.86
1998,2012,9,9,2012.6899,390.91
1999,2012,9,16,2012.7089999999998,390.79
2000,2012,9,23,2012.7281,390.89
2001,2012,9,30,2012.7473,390.81
2002,2012,10,7,2012.7664,390.96
2003,2012,10,14,2012.7855,390.89
2004,2012,10,21,2012.8046,391.33
2005,2012,10,28,2012.8238,391.56
2006,2012,11,4,2012.8429,392.29
2007,2012,11,11,2012.862,393.26
2008,2012,11,18,2012.8811,393.16
2009,2012,11,25,2012.9003,393.71
2010,2012,12,2,2012.9194,393.64
2011,2012,12,9,2012.9385,394.4
2012,2012,12,16,2012.9577,394.53
2013,2012,12,23,2012.9768,394.84
2014,2012,12,30,2012.9959,394.5
2015,2013,1,6,2013.0151,395.34
2016,2013,1,13,2013.0342,395.98
2017,2013,1,20,2013.0534,395.78
2018,2013,1,27,2013.0726,395.77
2019,2013,2,3,2013.0918,396.63
2020,2013,2,10,2013.111,396.97
2021,2013,2,17,2013.1301,397.15
2022,2013,2,24,2013.1493,396.73
2023,2013,3,3,2013.1685,397.65
2024,2013,3,10,2013.1877,396.94
2025,2013,3,17,2013.2068,397.36
2026,2013,3,24,2013.226,397.96
2027,2013,3,31,2013.2452,398.07
2028,2013,4,7,2013.2644,397.76
2029,2013,4,14,2013.2836,397.96
2030,2013,4,21,2013.3027,399.2
2031,2013,4,28,2013.3219,399.53
2032,2013,5,5,2013.3411,399.52
2033,2013,5,12,2013.3603,399.74
2034,2013,5,19,2013.3795,399.93
2035,2013,5,26,2013.3986,399.88
2036,2013,6,2,2013.4178,399.18
2037,2013,6,9,2013.4370000000001,398.61
2038,2013,6,16,2013.4562,398.14
2039,2013,6,23,2013.4753,398.64
2040,2013,6,30,2013.4945,398.24
2041,2013,7,7,2013.5137,397.74
2042,2013,7,14,2013.5329,397.08
2043,2013,7,21,2013.5521,396.82
2044,2013,7,28,2013.5712,396.68
2045,2013,8,4,2013.5904,395.67
2046,2013,8,11,2013.6096,395.13
2047,2013,8,18,2013.6288,395.15
2048,2013,8,25,2013.6479,394.22
2049,2013,9,1,2013.6671,393.85
2050,2013,9,8,2013.6863,393.35
2051,2013,9,15,2013.7055,393.3
2052,2013,9,22,2013.7247,393.38
2053,2013,9,29,2013.7438,393.31
2054,2013,10,6,2013.763,393.34
2055,2013,10,13,2013.7822,393.68
2056,2013,10,20,2013.8014,393.98
2057,2013,10,27,2013.8205,394.24
2058,2013,11,3,2013.8397,394.46
2059,2013,11,10,2013.8589,395.53
2060,2013,11,17,2013.8781,394.87
2061,2013,11,24,2013.8973,396.0
2062,2013,12,1,2013.9164,396.26
2063,2013,12,8,2013.9356,396.14
2064,2013,12,15,2013.9548,397.43
2065,2013,12,22,2013.974,397.27
2066,2013,12,29,2013.9932,397.41
2067,2014,1,5,2014.0123,398.23
2068,2014,1,12,2014.0315,397.74
2069,2014,1,19,2014.0507,397.97
2070,2014,1,26,2014.0699,397.83
2071,2014,2,2,2014.089,397.96
2072,2014,2,9,2014.1082,397.87
2073,2014,2,16,2014.1274,398.08
2074,2014,2,23,2014.1466,397.97
2075,2014,3,2,2014.1658,398.43
2076,2014,3,9,2014.1849,399.8
2077,2014,3,16,2014.2041,401.24
2078,2014,3,23,2014.2233,400.06
2079,2014,3,30,2014.2425,400.62
2080,2014,4,6,2014.2616,401.12
2081,2014,4,13,2014.2808,401.74
2082,2014,4,20,2014.3,401.59
2083,2014,4,27,2014.3192,401.74
2084,2014,5,4,2014.3384,401.71
2085,2014,5,11,2014.3575,401.71
2086,2014,5,18,2014.3767,401.75
2087,2014,5,25,2014.3959,401.82
2088,2014,6,1,2014.4151,401.82
2089,2014,6,8,2014.4342,401.5
2090,2014,6,15,2014.4534,401.03
2091,2014,6,22,2014.4726,400.94
2092,2014,6,29,2014.4918,400.22
2093,2014,7,6,2014.511,399.84
2094,2014,7,13,2014.5301,398.76
2095,2014,7,20,2014.5493,398.84
2096,2014,7,27,2014.5685,397.42
2097,2014,8,3,2014.5877,397.78
2098,2014,8,10,2014.6068,397.23
2099,2014,8,17,2014.626,396.77
2100,2014,8,24,2014.6452,396.32
2101,2014,8,31,2014.6644,396.37
2102,2014,9,7,2014.6836,395.02
2103,2014,9,14,2014.7027,395.08
2104,2014,9,21,2014.7219,395.45
2105,2014,9,28,2014.7411,395.33
2106,2014,10,5,2014.7603,395.56
2107,2014,10,12,2014.7795,395.65
2108,2014,10,19,2014.7986,395.86
2109,2014,10,26,2014.8178,397.51
2110,2014,11,2,2014.8370000000002,396.77
2111,2014,11,9,2014.8562,397.22
2112,2014,11,16,2014.8753,397.32
2113,2014,11,23,2014.8945,397.87
2114,2014,11,30,2014.9137,398.2
2115,2014,12,7,2014.9329,399.12
2116,2014,12,14,2014.9521,399.11
2117,2014,12,21,2014.9712,398.92
2118,2014,12,28,2014.9904,399.84
2119,2015,1,4,2015.0096,399.85
2120,2015,1,11,2015.0288,400.16
2121,2015,1,18,2015.0479,399.51
2122,2015,1,25,2015.0671,400.2
2123,2015,2,1,2015.0863,400.23
2124,2015,2,8,2015.1055,399.95
2125,2015,2,15,2015.1247,399.93
2126,2015,2,22,2015.1438,401.12
2127,2015,3,1,2015.1629999999998,401.28
2128,2015,3,8,2015.1822,402.04
2129,2015,3,15,2015.2014,400.78
2130,2015,3,22,2015.2205,401.77
2131,2015,3,29,2015.2397,401.96
2132,2015,4,5,2015.2589,403.44
2133,2015,4,12,2015.2781,404.04
2134,2015,4,19,2015.2973,403.07
2135,2015,4,26,2015.3164,403.8
2136,2015,5,3,2015.3356,404.13
